timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,bytes,Latency
1470908286438,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908286445,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908286449,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908286454,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908286459,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286465,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286472,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286478,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908286485,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286491,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908286496,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908286503,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908286512,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286518,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908286526,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908286534,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908286542,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286548,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286558,9,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,9
1470908286570,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286580,8,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,8
1470908286591,8,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,8
1470908286599,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908286606,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908286612,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286618,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908286626,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908286634,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908286647,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908286656,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908286662,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908286673,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908286682,8,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,8
1470908286694,13,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,13
1470908286712,17,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,17
1470908286733,8,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,8
1470908286745,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286753,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286759,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286771,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286776,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908286788,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908286796,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286804,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286813,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908286819,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908286828,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908286835,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286843,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286850,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908286861,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286870,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286878,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286886,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286895,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908286902,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908286907,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286914,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286922,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908286930,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286939,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286946,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908286960,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286966,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286974,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908286982,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908286991,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908286999,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287007,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287015,15,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,15
1470908287032,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287041,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287049,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287056,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287065,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287071,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287079,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287088,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287095,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287106,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908287111,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287122,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287131,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287140,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287148,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287157,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908287165,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287175,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908287186,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287194,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287202,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908287212,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908287224,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908287234,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287241,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287249,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287260,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287268,15,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,15
1470908287285,12,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,12
1470908287300,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287311,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287323,22,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,22
1470908287348,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287355,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287363,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287373,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908287382,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287390,21,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,21
1470908287414,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287423,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287431,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287438,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287446,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908287454,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287462,9,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,9
1470908287473,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287480,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908287486,9,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,9
1470908287497,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287506,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287514,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287521,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287531,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287537,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287543,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287551,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287562,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287569,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287580,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287586,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287594,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287602,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287610,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908287617,11,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,11
1470908287631,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287637,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287645,54,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,54
1470908287700,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287710,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908287719,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287725,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287732,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287742,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287750,9,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,9
1470908287761,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287769,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287776,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287785,11,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,11
1470908287797,8,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,8
1470908287807,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287814,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287821,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287829,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287836,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908287846,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287853,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287863,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287871,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287877,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287885,22,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,22
1470908287909,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287915,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908287924,9,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,9
1470908287935,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287943,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287950,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287958,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287964,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908287980,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908287990,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908287998,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288005,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288012,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288020,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288028,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288036,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288042,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288050,9,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,9
1470908288061,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288069,9,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,9
1470908288082,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908288091,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288100,14,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,14
1470908288116,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908288125,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288132,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288140,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288147,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288154,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288166,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908288176,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288183,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288191,13,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,13
1470908288205,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908288215,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288222,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288229,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288237,9,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,9
1470908288248,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288256,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288263,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288269,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908288289,8,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,8
1470908288298,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288305,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288313,15,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,15
1470908288329,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288336,8,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,8
1470908288346,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908288351,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288358,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288366,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288373,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908288379,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288387,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908288396,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908288403,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288411,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908288419,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908288427,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288436,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288442,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288450,8,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288459,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288465,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288477,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288485,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288496,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288504,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288512,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288519,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288526,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288535,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288543,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288550,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288559,8,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,8
1470908288568,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288577,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288585,9,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,9
1470908288595,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288603,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288611,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288618,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288626,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288635,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288643,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288649,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288657,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288664,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908288674,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288682,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288689,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288696,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288704,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288726,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288734,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288741,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288749,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288758,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288766,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288774,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288781,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288789,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288797,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288803,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288811,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288818,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288825,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288831,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288838,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288845,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288853,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288860,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908288865,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908288870,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908288874,10,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,10
1470908288886,11,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,11
1470908288899,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288906,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288912,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288924,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288938,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288946,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288952,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908288961,12,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,12
1470908288976,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908288985,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908288991,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908288997,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908289002,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908289010,9,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,9
1470908289021,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908289030,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289037,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289044,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289050,18,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,18
1470908289071,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908289077,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908289081,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908289085,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908289090,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908289095,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289100,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289106,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289118,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908289124,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289131,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908289138,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908289146,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908289154,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289161,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908289167,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908289175,14,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,14
1470908289190,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908289199,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289208,9,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,9
1470908289222,8,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,8
1470908289232,12,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,12
1470908289246,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289252,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908289260,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289267,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289275,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289282,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289288,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908289295,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908289302,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908289309,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908289317,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908289325,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289332,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908289340,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908289347,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908289356,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908289363,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289371,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908289379,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289385,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908289392,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289397,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289404,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289410,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908289417,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289426,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908289434,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289441,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908289447,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289454,9,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,9
1470908289465,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908289473,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289480,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289487,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908289497,10,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,10
1470908289508,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908289516,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289523,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908289528,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
